code;label;Parent_1;Type;CATPOL;Commitment;Payment
SEC5 2 0 0 0;Reserves;SEC5 2 0 0 Reserves;;5.2.541;n/a;n/a
SEC5 2 0 0 1;Lease/purchase;SEC5 2 0 0;;5.2.541;p.m.;p.m.
SEC5 2 0 0 1;Reserves;SEC5 2 0 0 Reserves;;5.2.541;n/a;n/a
SEC5 2 0 0 3;Acquisition of immovable property;SEC5 2 0 0;;5.2.541;p.m.;p.m.
SEC5 2 0 0 3;Reserves;SEC5 2 0 0 Reserves;;5.2.541;n/a;n/a
SEC5 2 0 0 5;Construction of buildings;SEC5 2 0 0;;5.2.541;p.m.;p.m.
SEC5 2 0 0 5;Reserves;SEC5 2 0 0 Reserves;;5.2.541;n/a;n/a
SEC5 2 0 0 7;Fitting-out of premises;SEC5 2 0 0;;5.2.542;621.000;621.000
SEC5 2 0 0 7;Reserves;SEC5 2 0 0 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 0 8;Studies and technical assistance in connection with building projects;SEC5 2 0 0;;5.2.542;140.000;140.000
SEC5 2 0 0 8;Reserves;SEC5 2 0 0 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 2;Expenditure on buildings;SEC5 2 0;;;2.408.000;2.408.000
SEC5 2 0 2;Reserves;SEC5 2 0 Reserves;;;;
SEC5 2 0 2 2;Cleaning and maintenance;SEC5 2 0 2;;5.2.542;1.214.000;1.214.000
SEC5 2 0 2 2;Reserves;SEC5 2 0 2 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 2 4;Energy consumption;SEC5 2 0 2;;5.2.542;889.000;889.000
SEC5 2 0 2 4;Reserves;SEC5 2 0 2 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 2 6;Security and surveillance of buildings;SEC5 2 0 2;;5.2.542;162.000;162.000
SEC5 2 0 2 6;Reserves;SEC5 2 0 2 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 2 8;Insurance;SEC5 2 0 2;;5.2.542;61.000;61.000
SEC5 2 0 2 8;Reserves;SEC5 2 0 2 Reserves;;5.2.542;n/a;n/a
SEC5 2 0 2 9;Other expenditure on buildings;SEC5 2 0 2;;5.2.542;82.000;82.000
SEC5 2 0 2 9;Reserves;SEC5 2 0 2 Reserves;;5.2.542;n/a;n/a
SEC5 2 1;DATA PROCESSING, EQUIPMENT AND MOVABLE PROPERTY: PURCHASE, HIRE AND MAINTENANCE;SEC5 2;;;7.918.000;7.918.000
SEC5 2 1;Reserves;SEC5 2 Reserves;;;;
SEC5 2 1 0;Equipment, operating costs and services relating to data processing and telecommunications;SEC5 2 1;;;7.110.000;7.110.000
SEC5 2 1 0;Reserves;SEC5 2 1 Reserves;;;;
SEC5 2 1 0 0;Purchase, servicing and maintenance of equipment and software;SEC5 2 1 0;;5.2.57;2.191.000;2.191.000
SEC5 2 1 0 0;Reserves;SEC5 2 1 0 Reserves;;5.2.57;n/a;n/a
SEC5 2 1 0 2;External services for the operation, implementation and maintenance of software and systems;SEC5 2 1 0;;5.2.531;4.462.000;4.462.000
SEC5 2 1 0 2;Reserves;SEC5 2 1 0 Reserves;;5.2.531;n/a;n/a
SEC5 2 1 0 3;Telecommunications;SEC5 2 1 0;;5.2.57;457.000;457.000
SEC5 2 1 0 3;Reserves;SEC5 2 1 0 Reserves;;5.2.57;n/a;n/a
SEC5 2 1 2;Furniture;SEC5 2 1;;5.2.57;107.000;107.000
SEC5 2 1 2;Reserves;SEC5 2 1 Reserves;;5.2.57;n/a;n/a
SEC5 2 1 4;Technical equipment and installations;SEC5 2 1;;5.2.57;145.000;145.000
SEC5 2 1 4;Reserves;SEC5 2 1 Reserves;;5.2.57;n/a;n/a
SEC5 2 1 6;Vehicles;SEC5 2 1;;5.2.57;556.000;556.000
SEC5 2 1 6;Reserves;SEC5 2 1 Reserves;;5.2.57;n/a;n/a
SEC5 2 3;CURRENT ADMINISTRATIVE EXPENDITURE;SEC5 2;;;438.000;438.000
SEC5 2 3;Reserves;SEC5 2 Reserves;;;;
SEC5 2 3 0;Stationery, office supplies and miscellaneous consumables;SEC5 2 3;;5.2.57;160.000;160.000
SEC5 2 3 0;Reserves;SEC5 2 3 Reserves;;5.2.57;n/a;n/a
SEC5 2 3 1;Financial charges;SEC5 2 3;;5.2.57;20.000;20.000
SEC5 2 3 1;Reserves;SEC5 2 3 Reserves;;5.2.57;n/a;n/a
SEC5 2 3 2;Legal expenses and damages;SEC5 2 3;;5.2.57;50.000;50.000
SEC5 2 3 2;Reserves;SEC5 2 3 Reserves;;5.2.57;n/a;n/a
SEC5 2 3 6;Postage and delivery charges;SEC5 2 3;;5.2.57;50.000;50.000
SEC5 2 3 6;Reserves;SEC5 2 3 Reserves;;5.2.57;n/a;n/a
SEC5 2 3 8;Other administrative expenditure;SEC5 2 3;;5.2.57;158.000;158.000
SEC5 2 3 8;Reserves;SEC5 2 3 Reserves;;5.2.57;n/a;n/a
SEC5 2 5;MEETINGS AND CONFERENCES;SEC5 2;;;768.000;768.000
SEC5 2 5;Reserves;SEC5 2 Reserves;;;;
SEC5 2 5 2;Reception and representation expenses;SEC5 2 5;;5.2.55;234.000;234.000
SEC5 2 5 2;Reserves;SEC5 2 5 Reserves;;5.2.55;n/a;n/a
SEC5 2 5 4;Meetings, congresses and conferences;SEC5 2 5;;5.2.55;142.000;142.000
SEC5 2 5 4;Reserves;SEC5 2 5 Reserves;;5.2.55;n/a;n/a
SEC5 2 5 6;Expenditure on the dissemination of information and on participation in public events;SEC5 2 5;;5.2.55;17.000;17.000
SEC5 2 5 6;Reserves;SEC5 2 5 Reserves;;5.2.55;n/a;n/a
SEC5 2 5 7;Joint Interpreting and Conference Service;SEC5 2 5;;5.2.55;375.000;375.000
SEC5 2 5 7;Reserves;SEC5 2 5 Reserves;;5.2.55;n/a;n/a
SEC5 2 7;INFORMATION: ACQUISITION, ARCHIVING, PRODUCTION AND DISTRIBUTION;SEC5 2;;;2.261.000;2.261.000
SEC5 2 7;Reserves;SEC5 2 Reserves;;;;
SEC5 2 7 0;Limited consultations, studies and surveys;SEC5 2 7;;5.2.56;441.000;441.000
SEC5 2 7 0;Reserves;SEC5 2 7 Reserves;;5.2.56;n/a;n/a
SEC5 2 7 2;Documentation, library and archiving expenditure;SEC5 2 7;;5.2.56;310.000;310.000
SEC5 2 7 2;Reserves;SEC5 2 7 Reserves;;5.2.56;n/a;n/a
SEC5 2 7 4;Production and distribution;SEC5 2 7;;;1.510.000;1.510.000
SEC5 2 7 4;Reserves;SEC5 2 7 Reserves;;;;
SEC5 2 7 4 0;Official Journal;SEC5 2 7 4;;5.2.56;550.000;550.000
SEC5 2 7 4 0;Reserves;SEC5 2 7 4 Reserves;;5.2.56;n/a;n/a
SEC5 2 7 4 1;Publications of a general nature;SEC5 2 7 4;;5.2.56;960.000;960.000
SEC5 2 7 4 1;Reserves;SEC5 2 7 4 Reserves;;5.2.56;n/a;n/a
SEC5 10;OTHER EXPENDITURE;SEC5 E;;;;
SEC5 10;Reserves;SEC5 E Reserves;;;;
SEC5 10 0;PROVISIONAL APPROPRIATIONS;SEC5 10;reserve;;p.m.;p.m.
SEC5 10 0;Reserves;SEC5 10 Reserves;reserve;;n/a;n/a
SEC5 10 1;CONTINGENCY RESERVE;SEC5 10;;5.2.57;p.m.;p.m.
SEC5 10 1;Reserves;SEC5 10 Reserves;;5.2.57;n/a;n/a
SEC6;SECTION VI — EUROPEAN ECONOMIC AND SOCIAL COMMITTEE;;;n/a;n/a;n/a
SEC6;Reserves;;;n/a;n/a;n/a
SEC6 E;EXPENDITURE;;;;128.559.380;128.559.380
SEC6 E;Reserves;;;;;
SEC6 1;PERSONS WORKING WITH THE INSTITUTION;SEC6 E;;;90.634.589;90.634.589
SEC6 1;Reserves;SEC6 E Reserves;;;;
SEC6 1 0;MEMBERS OF THE INSTITUTION AND DELEGATES;SEC6 1;;;19.533.937;19.533.937
SEC6 1 0;Reserves;SEC6 1 Reserves;;;;
SEC6 1 0 0;Salaries, allowances and payments;SEC6 1 0;;;19.479.656;19.479.656
SEC6 1 0 0;Reserves;SEC6 1 0 Reserves;;;;
SEC6 1 0 0 0;Salaries, allowances and payments;SEC6 1 0 0;;5.2.61;106.080;106.080
SEC6 1 0 0 0;Reserves;SEC6 1 0 0 Reserves;;5.2.61;n/a;n/a
SEC6 1 0 0 4;Travel and subsistence allowances, attendance at meetings and associated expenditure;SEC6 1 0 0;;5.2.61;18.901.194;18.901.194
SEC6 1 0 0 4;Reserves;SEC6 1 0 0 Reserves;;5.2.61;n/a;n/a
SEC6 1 0 0 8;Travel and subsistence allowances, attendance at meetings and associated expenditure of delegates of the Consultative Commission on Industrial Change;SEC6 1 0 0;;5.2.65;472.382;472.382
SEC6 1 0 0 8;Reserves;SEC6 1 0 0 Reserves;;5.2.65;n/a;n/a
SEC6 1 0 5;Further training, language courses and other training;SEC6 1 0;;5.2.61;54.281;54.281
SEC6 1 0 5;Reserves;SEC6 1 0 Reserves;;5.2.61;n/a;n/a
SEC6 1 2;OFFICIALS AND TEMPORARY STAFF;SEC6 1;;;65.085.681;65.085.681
SEC6 1 2;Reserves;SEC6 1 Reserves;;;;
SEC6 1 2 0;Remuneration and other entitlements;SEC6 1 2;;;65.085.681;65.085.681
SEC6 1 2 0;Reserves;SEC6 1 2 Reserves;;;;
SEC6 1 2 0 0;Remuneration and allowances;SEC6 1 2 0;;5.2.621;64.467.848;64.467.848
SEC6 1 2 0 0;Reserves;SEC6 1 2 0 Reserves;;5.2.621;n/a;n/a
SEC6 1 2 0 2;Paid overtime;SEC6 1 2 0;;5.2.621;30.102;30.102
SEC6 1 2 0 2;Reserves;SEC6 1 2 0 Reserves;;5.2.621;n/a;n/a
SEC6 1 2 0 4;Entitlements on entering the service, transfer and leaving the service;SEC6 1 2 0;;5.2.623;587.731;587.731
SEC6 1 2 0 4;Reserves;SEC6 1 2 0 Reserves;;5.2.623;n/a;n/a
SEC6 1 2 2;Allowances upon early termination of service;SEC6 1 2;;;;
SEC6 1 2 2;Reserves;SEC6 1 2 Reserves;;;;
SEC6 1 2 2 0;Allowances for staff retired in the interests of the service;SEC6 1 2 2;;5.2.621;p.m.;p.m.
SEC6 1 2 2 0;Reserves;SEC6 1 2 2 Reserves;;5.2.621;n/a;n/a
SEC6 1 2 2 2;Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff;SEC6 1 2 2;;5.2.621;p.m.;p.m.
SEC6 1 2 2 2;Reserves;SEC6 1 2 2 Reserves;;5.2.621;n/a;n/a
SEC6 1 2 9;Provisional appropriation;SEC6 1 2;;5.2.621;p.m.;p.m.
SEC6 1 2 9;Reserves;SEC6 1 2 Reserves;;5.2.621;n/a;n/a
SEC6 1 4;OTHER STAFF AND EXTERNAL SERVICES;SEC6 1;;;4.184.719;4.184.719
SEC6 1 4;Reserves;SEC6 1 Reserves;;;;
SEC6 1 4 0;Other staff and external persons;SEC6 1 4;;;2.987.058;2.987.058
SEC6 1 4 0;Reserves;SEC6 1 4 Reserves;;;;
SEC6 1 4 0 0;Other staff;SEC6 1 4 0;;5.2.622;2.052.423;2.052.423
SEC6 1 4 0 0;Reserves;SEC6 1 4 0 Reserves;;5.2.622;n/a;n/a
SEC6 1 4 0 4;Graduate traineeships, grants and exchanges of officials;SEC6 1 4 0;;5.2.622;867.739;867.739
SEC6 1 4 0 4;Reserves;SEC6 1 4 0 Reserves;;5.2.622;n/a;n/a
SEC6 1 4 0 8;Entitlements on entering the service, transfer and leaving the service;SEC6 1 4 0;;5.2.623;66.896;66.896
SEC6 1 4 0 8;Reserves;SEC6 1 4 0 Reserves;;5.2.623;n/a;n/a
SEC6 1 4 2;External services;SEC6 1 4;;;1.197.661;1.197.661
SEC6 1 4 2;Reserves;SEC6 1 4 Reserves;;;;
SEC6 1 4 2 0;Supplementary services for the translation service;SEC6 1 4 2;;5.2.632;424.810;424.810
SEC6 1 4 2 0;Reserves;SEC6 1 4 2 Reserves;;5.2.632;n/a;n/a
SEC6 1 4 2 2;Expert advice connected with consultative work;SEC6 1 4 2;;5.2.65;742.851;742.851
SEC6 1 4 2 2;Reserves;SEC6 1 4 2 Reserves;;5.2.65;n/a;n/a
SEC6 1 4 2 4;Interinstitutional cooperation and external services in the field of personnel management;SEC6 1 4 2;;5.2.623;30.000;30.000
SEC6 1 4 2 4;Reserves;SEC6 1 4 2 Reserves;;5.2.623;n/a;n/a
SEC6 1 4 9;Provisional appropriation;SEC6 1 4;;5.2.622;p.m.;p.m.
SEC6 1 4 9;Reserves;SEC6 1 4 Reserves;;5.2.622;n/a;n/a
SEC6 1 6;OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION;SEC6 1;;;1.830.252;1.830.252
SEC6 1 6;Reserves;SEC6 1 Reserves;;;;
SEC6 1 6 1;Expenditure relating to staff management;SEC6 1 6;;;560.752;560.752
SEC6 1 6 1;Reserves;SEC6 1 6 Reserves;;;;
SEC6 1 6 1 0;Expenditure on recruitment;SEC6 1 6 1;;5.2.623;55.000;55.000
SEC6 1 6 1 0;Reserves;SEC6 1 6 1 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 1 2;Further training;SEC6 1 6 1;;5.2.623;505.752;505.752
SEC6 1 6 1 2;Reserves;SEC6 1 6 1 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 2;Missions;SEC6 1 6;;5.2.65;432.500;432.500
SEC6 1 6 2;Reserves;SEC6 1 6 Reserves;;5.2.65;n/a;n/a
SEC6 1 6 3;Activities relating to all persons working with the institution;SEC6 1 6;;;837.000;837.000
SEC6 1 6 3;Reserves;SEC6 1 6 Reserves;;;;
SEC6 1 6 3 0;Social welfare;SEC6 1 6 3;;5.2.623;42.000;42.000
SEC6 1 6 3 0;Reserves;SEC6 1 6 3 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 3 2;Social contacts between members of staff and other social measures;SEC6 1 6 3;;5.2.623;185.000;185.000
SEC6 1 6 3 2;Reserves;SEC6 1 6 3 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 3 4;Medical service;SEC6 1 6 3;;5.2.623;80.000;80.000
SEC6 1 6 3 4;Reserves;SEC6 1 6 3 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 3 6;Restaurants and canteens;SEC6 1 6 3;;5.2.623;p.m.;p.m.
SEC6 1 6 3 6;Reserves;SEC6 1 6 3 Reserves;;5.2.623;n/a;n/a
SEC6 1 6 3 8;Early Childhood Centre and approved day nurseries;SEC6 1 6 3;;5.2.623;530.000;530.000
SEC6 1 6 3 8;Reserves;SEC6 1 6 3 Reserves;;5.2.623;n/a;n/a
SEC6 2;BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE;SEC6 E;;;37.924.791;37.924.791
SEC6 2;Reserves;SEC6 E Reserves;;;;
SEC6 2 0;BUILDINGS AND ASSOCIATED COSTS;SEC6 2;;;19.728.928;19.728.928
SEC6 2 0;Reserves;SEC6 2 Reserves;;;;
SEC6 2 0 0;Buildings;SEC6 2 0;;;14.060.413;14.060.413
SEC6 2 0 0;Reserves;SEC6 2 0 Reserves;;;;
SEC6 2 0 0 0;Rent;SEC6 2 0 0;;5.2.641;2.100.019;2.100.019
SEC6 2 0 0 0;Reserves;SEC6 2 0 0 Reserves;;5.2.641;n/a;n/a
SEC6 2 0 0 1;Annual lease payments and similar expenditure;SEC6 2 0 0;;5.2.641;11.582.176;11.582.176
SEC6 2 0 0 1;Reserves;SEC6 2 0 0 Reserves;;5.2.641;n/a;n/a
SEC6 2 0 0 3;Purchase of premises;SEC6 2 0 0;;5.2.641;p.m.;p.m.
SEC6 2 0 0 3;Reserves;SEC6 2 0 0 Reserves;;5.2.641;n/a;n/a
SEC6 2 0 0 5;Construction of buildings;SEC6 2 0 0;;5.2.641;p.m.;p.m.
SEC6 2 0 0 5;Reserves;SEC6 2 0 0 Reserves;;5.2.641;n/a;n/a
SEC6 2 0 0 7;Fitting-out of premises;SEC6 2 0 0;;5.2.642;321.275;321.275
SEC6 2 0 0 7;Reserves;SEC6 2 0 0 Reserves;;5.2.642;n/a;n/a
SEC6 2 0 0 8;Other expenditure on buildings;SEC6 2 0 0;;5.2.642;56.943;56.943
SEC6 2 0 0 8;Reserves;SEC6 2 0 0 Reserves;;5.2.642;n/a;n/a
SEC6 2 0 0 9;Provisional appropriation to cover the institution’s property investments;SEC6 2 0 0;;5.2.641;p.m.;p.m.
SEC6 2 0 0 9;Reserves;SEC6 2 0 0 Reserves;;5.2.641;n/a;n/a
SEC6 2 0 2;Other expenditure on buildings;SEC6 2 0;;;5.668.515;5.668.515
SEC6 2 0 2;Reserves;SEC6 2 0 Reserves;;;;
SEC6 2 0 2 2;Cleaning and maintenance;SEC6 2 0 2;;5.2.642;2.539.992;2.539.992
SEC6 2 0 2 2;Reserves;SEC6 2 0 2 Reserves;;5.2.642;n/a;n/a
SEC6 2 0 2 4;Energy consumption;SEC6 2 0 2;;5.2.642;965.466;965.466
SEC6 2 0 2 4;Reserves;SEC6 2 0 2 Reserves;;5.2.642;n/a;n/a
SEC6 2 0 2 6;Security and surveillance;SEC6 2 0 2;;5.2.642;2.052.711;2.052.711
SEC6 2 0 2 6;Reserves;SEC6 2 0 2 Reserves;;5.2.642;n/a;n/a
SEC6 2 0 2 8;Insurance;SEC6 2 0 2;;5.2.642;110.346;110.346
SEC6 2 0 2 8;Reserves;SEC6 2 0 2 Reserves;;5.2.642;n/a;n/a
SEC6 2 1;DATA-PROCESSING, EQUIPMENT AND FURNITURE: PURCHASE, HIRE AND MAINTENANCE;SEC6 2;;;6.062.390;6.062.390
SEC6 2 1;Reserves;SEC6 2 Reserves;;;;
SEC6 2 1 0;Equipment, operating costs and services relating to data-processing and telecommunications;SEC6 2 1;;;4.779.067;4.779.067
SEC6 2 1 0;Reserves;SEC6 2 1 Reserves;;;;
SEC6 2 1 0 0;Purchase, servicing and maintenance of equipment and software, and related work;SEC6 2 1 0;;5.2.67;1.514.025;1.514.025
SEC6 2 1 0 0;Reserves;SEC6 2 1 0 Reserves;;5.2.67;n/a;n/a
SEC6 2 1 0 2;Outside assistance for the operation, development and maintenance of software systems;SEC6 2 1 0;;5.2.631;1.887.328;1.887.328
SEC6 2 1 0 2;Reserves;SEC6 2 1 0 Reserves;;5.2.631;n/a;n/a
SEC6 2 1 0 3;Telecommunications;SEC6 2 1 0;;5.2.67;1.377.714;1.377.714
SEC6 2 1 0 3;Reserves;SEC6 2 1 0 Reserves;;5.2.67;n/a;n/a
SEC6 2 1 2;Furniture;SEC6 2 1;;5.2.67;231.188;231.188
SEC6 2 1 2;Reserves;SEC6 2 1 Reserves;;5.2.67;n/a;n/a
SEC6 2 1 4;Technical equipment and installations;SEC6 2 1;;5.2.67;963.224;963.224
SEC6 2 1 4;Reserves;SEC6 2 1 Reserves;;5.2.67;n/a;n/a
SEC6 2 1 6;Vehicles;SEC6 2 1;;5.2.67;88.911;88.911
SEC6 2 1 6;Reserves;SEC6 2 1 Reserves;;5.2.67;n/a;n/a
SEC6 2 3;CURRENT ADMINISTRATIVE EXPENDITURE;SEC6 2;;;518.450;518.450
SEC6 2 3;Reserves;SEC6 2 Reserves;;;;
SEC6 2 3 0;Stationery, office supplies and miscellaneous consumables;SEC6 2 3;;5.2.67;214.030;214.030
SEC6 2 3 0;Reserves;SEC6 2 3 Reserves;;5.2.67;n/a;n/a
SEC6 2 3 1;Financial charges;SEC6 2 3;;5.2.67;4.500;4.500
SEC6 2 3 1;Reserves;SEC6 2 3 Reserves;;5.2.67;n/a;n/a
SEC6 2 3 2;Legal costs and damages;SEC6 2 3;;5.2.67;50.000;50.000
SEC6 2 3 2;Reserves;SEC6 2 3 Reserves;;5.2.67;n/a;n/a
SEC6 2 3 6;Postage on correspondence and delivery charges;SEC6 2 3;;5.2.67;125.000;125.000
SEC6 2 3 6;Reserves;SEC6 2 3 Reserves;;5.2.67;n/a;n/a
SEC6 2 3 8;Other administrative expenditure;SEC6 2 3;;5.2.67;124.920;124.920
SEC6 2 3 8;Reserves;SEC6 2 3 Reserves;;5.2.67;n/a;n/a
SEC6 2 5;OPERATIONAL ACTIVITIES;SEC6 2;;;9.469.511;9.469.511
SEC6 2 5;Reserves;SEC6 2 Reserves;;;;
SEC6 2 5 4;Meetings, conferences, congresses, seminars and other events;SEC6 2 5;;;9.469.511;9.469.511
SEC6 2 5 4;Reserves;SEC6 2 5 Reserves;;;;
SEC6 2 5 4 0;Miscellaneous expenditure on internal meetings;SEC6 2 5 4;;5.2.65;227.430;227.430
SEC6 2 5 4 0;Reserves;SEC6 2 5 4 Reserves;;5.2.65;n/a;n/a
SEC6 2 5 4 2;Miscellaneous expenditure on the organisation of and participation in conferences, congresses and meetings;SEC6 2 5 4;;5.2.65;587.745;587.745
SEC6 2 5 4 2;Reserves;SEC6 2 5 4 Reserves;;5.2.65;n/a;n/a
SEC6 2 5 4 4;Costs of organising the work of the Consultative Commission on Industrial Change (CCMI);SEC6 2 5 4;;5.2.6SPEC;75.000;75.000
SEC6 2 5 4 4;Reserves;SEC6 2 5 4 Reserves;;5.2.6SPEC;n/a;n/a
SEC6 2 5 4 6;Representation expenses;SEC6 2 5 4;;5.2.65;139.000;139.000
SEC6 2 5 4 6;Reserves;SEC6 2 5 4 Reserves;;5.2.65;n/a;n/a
SEC6 2 5 4 8;Interpreting;SEC6 2 5 4;;5.2.632;8.440.336;8.440.336
SEC6 2 5 4 8;Reserves;SEC6 2 5 4 Reserves;;5.2.632;n/a;n/a
SEC6 2 6;COMMUNICATION, PUBLICATIONS AND ACQUISITION OF DOCUMENTATION;SEC6 2;;;2.145.512;2.145.512
SEC6 2 6;Reserves;SEC6 2 Reserves;;;;
SEC6 2 6 0;Communication, information and publications;SEC6 2 6;;;1.778.500;1.778.500
SEC6 2 6 0;Reserves;SEC6 2 6 Reserves;;;;
SEC6 2 6 0 0;Communication;SEC6 2 6 0;;5.2.66;845.500;845.500
SEC6 2 6 0 0;Reserves;SEC6 2 6 0 Reserves;;5.2.66;n/a;n/a
SEC6 2 6 0 2;Publishing and promotion of publications;SEC6 2 6 0;;5.2.66;503.000;503.000
SEC6 2 6 0 2;Reserves;SEC6 2 6 0 Reserves;;5.2.66;n/a;n/a
SEC6 2 6 0 4;Official Journal;SEC6 2 6 0;;5.2.66;430.000;430.000
SEC6 2 6 0 4;Reserves;SEC6 2 6 0 Reserves;;5.2.66;n/a;n/a
SEC6 2 6 2;Acquisition of information, documentation and archiving;SEC6 2 6;;;367.012;367.012
SEC6 2 6 2;Reserves;SEC6 2 6 Reserves;;;;
SEC6 2 6 2 0;Studies, research and hearings;SEC6 2 6 2;;5.2.66;155.000;155.000
SEC6 2 6 2 0;Reserves;SEC6 2 6 2 Reserves;;5.2.66;n/a;n/a
SEC6 2 6 2 2;Documentation and library expenditure;SEC6 2 6 2;;5.2.66;169.762;169.762
SEC6 2 6 2 2;Reserves;SEC6 2 6 2 Reserves;;5.2.66;n/a;n/a
SEC6 2 6 2 4;Archiving and related work;SEC6 2 6 2;;5.2.66;42.250;42.250
SEC6 2 6 2 4;Reserves;SEC6 2 6 2 Reserves;;5.2.66;n/a;n/a
SEC6 10;OTHER EXPENDITURE;SEC6 E;;;;
SEC6 10;Reserves;SEC6 E Reserves;;;;
SEC6 10 0;PROVISIONAL APPROPRIATIONS;SEC6 10;reserve;;p.m.;p.m.
SEC6 10 0;Reserves;SEC6 10 Reserves;reserve;;n/a;n/a
SEC6 10 1;CONTINGENCY RESERVE;SEC6 10;;5.2.67;p.m.;p.m.
SEC6 10 1;Reserves;SEC6 10 Reserves;;5.2.67;n/a;n/a
SEC6 10 2;RESERVE TO PROVIDE FOR THE TAKEOVER OF BUILDINGS;SEC6 10;;5.2.641;p.m.;p.m.
SEC6 10 2;Reserves;SEC6 10 Reserves;;5.2.641;n/a;n/a
SEC7;SECTION VII — COMMITTEE OF THE REGIONS;;;n/a;n/a;n/a
SEC7;Reserves;;;n/a;n/a;n/a
SEC7 E;EXPENDITURE;;;;87.636.531;87.636.531
SEC7 E;Reserves;;;;;
SEC7 1;PERSONS WORKING WITH THE INSTITUTION;SEC7 E;;;65.538.065;65.538.065
SEC7 1;Reserves;SEC7 E Reserves;;;;
SEC7 1 0;MEMBERS OF THE INSTITUTION;SEC7 1;;;8.408.084;8.408.084
SEC7 1 0;Reserves;SEC7 1 Reserves;;;;
SEC7 1 0 0;Salaries, allowances and payments;SEC7 1 0;;;8.393.084;8.393.084
SEC7 1 0 0;Reserves;SEC7 1 0 Reserves;;;;
SEC7 1 0 0 0;Salaries, allowances and payments;SEC7 1 0 0;;5.2.71;80.000;80.000
SEC7 1 0 0 0;Reserves;SEC7 1 0 0 Reserves;;5.2.71;n/a;n/a
SEC7 1 0 0 4;Travel and subsistence allowances, attendance at meetings and associated expenditure;SEC7 1 0 0;;5.2.71;8.313.084;8.313.084
SEC7 1 0 0 4;Reserves;SEC7 1 0 0 Reserves;;5.2.71;n/a;n/a
SEC7 1 0 5;Courses for Members of the institution;SEC7 1 0;;5.2.71;15.000;15.000
SEC7 1 0 5;Reserves;SEC7 1 0 Reserves;;5.2.71;n/a;n/a
SEC7 1 2;OFFICIALS AND TEMPORARY STAFF;SEC7 1;;;47.473.867;47.473.867
SEC7 1 2;Reserves;SEC7 1 Reserves;;;;
SEC7 1 2 0;Remuneration and other entitlements;SEC7 1 2;;;47.473.867;47.473.867
SEC7 1 2 0;Reserves;SEC7 1 2 Reserves;;;;
SEC7 1 2 0 0;Remuneration and allowances;SEC7 1 2 0;;5.2.721;47.013.867;47.013.867
SEC7 1 2 0 0;Reserves;SEC7 1 2 0 Reserves;;5.2.721;n/a;n/a
SEC7 1 2 0 2;Paid overtime;SEC7 1 2 0;;5.2.721;60.000;60.000
SEC7 1 2 0 2;Reserves;SEC7 1 2 0 Reserves;;5.2.721;n/a;n/a
SEC7 1 2 0 4;Entitlements on entering the service, transfer and leaving the service;SEC7 1 2 0;;5.2.723;400.000;400.000
SEC7 1 2 0 4;Reserves;SEC7 1 2 0 Reserves;;5.2.723;n/a;n/a
SEC7 1 2 2;Allowances upon early termination of service;SEC7 1 2;;;;
SEC7 1 2 2;Reserves;SEC7 1 2 Reserves;;;;
SEC7 1 2 2 0;Allowances for staff retired in the interests of the service;SEC7 1 2 2;;5.2.721;p.m.;p.m.
SEC7 1 2 2 0;Reserves;SEC7 1 2 2 Reserves;;5.2.721;n/a;n/a
SEC7 1 2 2 2;Allowances for staff whose service is terminated and special retirement scheme;SEC7 1 2 2;;5.2.721;p.m.;p.m.
SEC7 1 2 2 2;Reserves;SEC7 1 2 2 Reserves;;5.2.721;n/a;n/a
SEC7 1 2 9;Provisional appropriation;SEC7 1 2;;5.2.721;p.m.;p.m.
SEC7 1 2 9;Reserves;SEC7 1 2 Reserves;;5.2.721;n/a;n/a
SEC7 1 4;OTHER STAFF AND EXTERNAL SERVICES;SEC7 1;;;8.209.144;8.209.144
SEC7 1 4;Reserves;SEC7 1 Reserves;;;;
SEC7 1 4 0;Other staff and external persons;SEC7 1 4;;;7.411.944;7.411.944
SEC7 1 4 0;Reserves;SEC7 1 4 Reserves;;;;
SEC7 1 4 0 0;Other staff;SEC7 1 4 0;;5.2.722;2.054.784;2.054.784
SEC7 1 4 0 0;Reserves;SEC7 1 4 0 Reserves;;5.2.722;n/a;n/a
SEC7 1 4 0 2;Interpreting services;SEC7 1 4 0;;5.2.732;4.566.700;4.566.700
SEC7 1 4 0 2;Reserves;SEC7 1 4 0 Reserves;;5.2.732;n/a;n/a
SEC7 1 4 0 4;Graduate traineeships, grants and exchanges of officials;SEC7 1 4 0;;5.2.722;760.460;760.460
SEC7 1 4 0 4;Reserves;SEC7 1 4 0 Reserves;;5.2.722;n/a;n/a
